fips,race,age,dr_cases,vtdr_cases,dm_pop
45045,"Hispanic, any race",40-64 years,786,200,2800
45047,"Hispanic, any race",40-64 years,63,11,196
45049,"Hispanic, any race",40-64 years,18,4,49
45051,"Hispanic, any race",40-64 years,306,74,1227
45053,"Hispanic, any race",40-64 years,102,26,286
45055,"Hispanic, any race",40-64 years,39,10,184
45057,"Hispanic, any race",40-64 years,88,23,418
45059,"Hispanic, any race",40-64 years,65,16,230
45063,"Hispanic, any race",40-64 years,256,70,990
45067,"Hispanic, any race",40-64 years,14,4,57
45069,"Hispanic, any race",40-64 years,12,3,62
45071,"Hispanic, any race",40-64 years,44,13,177
45073,"Hispanic, any race",40-64 years,56,13,234
45075,"Hispanic, any race",40-64 years,29,10,128
45077,"Hispanic, any race",40-64 years,64,15,280
45079,"Hispanic, any race",40-64 years,293,87,1176
45081,"Hispanic, any race",40-64 years,55,13,156
45083,"Hispanic, any race",40-64 years,400,88,1444
45085,"Hispanic, any race",40-64 years,58,15,222
45089,"Hispanic, any race",40-64 years,10,3,45
45091,"Hispanic, any race",40-64 years,268,72,1057
46005,"Hispanic, any race",40-64 years,18,4,71
46011,"Hispanic, any race",40-64 years,11,2,40
46013,"Hispanic, any race",40-64 years,9,2,45
46029,"Hispanic, any race",40-64 years,7,1,34
46081,"Hispanic, any race",40-64 years,7,2,32
46083,"Hispanic, any race",40-64 years,10,2,46
46093,"Hispanic, any race",40-64 years,9,2,33
46099,"Hispanic, any race",40-64 years,106,22,407
46103,"Hispanic, any race",40-64 years,58,13,212
46113,"Hispanic, any race",40-64 years,11,3,33
46135,"Hispanic, any race",40-64 years,13,2,44
47001,"Hispanic, any race",40-64 years,30,7,143
47003,"Hispanic, any race",40-64 years,70,19,275
47009,"Hispanic, any race",40-64 years,64,14,278
47011,"Hispanic, any race",40-64 years,84,19,404
47013,"Hispanic, any race",40-64 years,15,3,52
47017,"Hispanic, any race",40-64 years,17,4,48
47019,"Hispanic, any race",40-64 years,14,3,61
47021,"Hispanic, any race",40-64 years,22,6,88
47029,"Hispanic, any race",40-64 years,21,5,64
47031,"Hispanic, any race",40-64 years,36,8,135
47033,"Hispanic, any race",40-64 years,29,8,97
47035,"Hispanic, any race",40-64 years,18,4,98
47037,"Hispanic, any race",40-64 years,1012,263,3682
47041,"Hispanic, any race",40-64 years,22,5,98
47043,"Hispanic, any race",40-64 years,20,5,102
47045,"Hispanic, any race",40-64 years,14,4,62
47047,"Hispanic, any race",40-64 years,15,4,75
47051,"Hispanic, any race",40-64 years,16,4,85
47053,"Hispanic, any race",40-64 years,26,5,87
47055,"Hispanic, any race",40-64 years,11,3,40
47057,"Hispanic, any race",40-64 years,13,2,48
47059,"Hispanic, any race",40-64 years,31,6,121
47063,"Hispanic, any race",40-64 years,150,23,371
47065,"Hispanic, any race",40-64 years,250,57,1059
47069,"Hispanic, any race",40-64 years,8,2,30
47071,"Hispanic, any race",40-64 years,11,2,42
47073,"Hispanic, any race",40-64 years,18,3,57
47075,"Hispanic, any race",40-64 years,17,4,60
47077,"Hispanic, any race",40-64 years,9,3,39
47079,"Hispanic, any race",40-64 years,14,3,51
47081,"Hispanic, any race",40-64 years,9,2,37
47085,"Hispanic, any race",40-64 years,8,2,32
47089,"Hispanic, any race",40-64 years,41,8,107
47093,"Hispanic, any race",40-64 years,256,52,973
47097,"Hispanic, any race",40-64 years,16,4,52
47099,"Hispanic, any race",40-64 years,17,3,50
47103,"Hispanic, any race",40-64 years,18,6,60
47105,"Hispanic, any race",40-64 years,64,14,244
47107,"Hispanic, any race",40-64 years,39,9,133
47109,"Hispanic, any race",40-64 years,12,3,40
47111,"Hispanic, any race",40-64 years,11,3,56
47113,"Hispanic, any race",40-64 years,45,13,206
47115,"Hispanic, any race",40-64 years,8,2,36
47117,"Hispanic, any race",40-64 years,31,6,94
47119,"Hispanic, any race",40-64 years,122,22,358
47123,"Hispanic, any race",40-64 years,32,7,108
47125,"Hispanic, any race",40-64 years,295,77,981
47131,"Hispanic, any race",40-64 years,16,4,68
47141,"Hispanic, any race",40-64 years,62,18,254
47143,"Hispanic, any race",40-64 years,21,5,84
47145,"Hispanic, any race",40-64 years,15,3,75
47147,"Hispanic, any race",40-64 years,68,17,269
47149,"Hispanic, any race",40-64 years,362,96,1540
47153,"Hispanic, any race",40-64 years,10,3,38
47155,"Hispanic, any race",40-64 years,92,19,317
47157,"Hispanic, any race",40-64 years,764,199,3268
47159,"Hispanic, any race",40-64 years,6,2,30
47163,"Hispanic, any race",40-64 years,37,8,176
47165,"Hispanic, any race",40-64 years,130,32,580
47167,"Hispanic, any race",40-64 years,23,5,104
47171,"Hispanic, any race",40-64 years,9,2,47
47177,"Hispanic, any race",40-64 years,62,10,216
47179,"Hispanic, any race",40-64 years,66,11,234
47183,"Hispanic, any race",40-64 years,20,4,48
47185,"Hispanic, any race",40-64 years,9,3,41
47187,"Hispanic, any race",40-64 years,128,32,598
47189,"Hispanic, any race",40-64 years,84,22,393
48001,"Hispanic, any race",40-64 years,179,42,711
48003,"Hispanic, any race",40-64 years,218,62,639
48005,"Hispanic, any race",40-64 years,296,69,1170
48007,"Hispanic, any race",40-64 years,112,26,477
48009,"Hispanic, any race",40-64 years,10,3,39
48013,"Hispanic, any race",40-64 years,662,203,2509
48015,"Hispanic, any race",40-64 years,101,29,469
48017,"Hispanic, any race",40-64 years,91,24,282
48019,"Hispanic, any race",40-64 years,66,16,319
48021,"Hispanic, any race",40-64 years,498,165,2360
48023,"Hispanic, any race",40-64 years,8,2,31
48025,"Hispanic, any race",40-64 years,429,121,1374
48027,"Hispanic, any race",40-64 years,1282,341,4636
48029,"Hispanic, any race",40-64 years,26745,7414,87658
48031,"Hispanic, any race",40-64 years,38,9,149
48035,"Hispanic, any race",40-64 years,55,15,202
48037,"Hispanic, any race",40-64 years,89,28,385
48039,"Hispanic, any race",40-64 years,1917,499,6908
48041,"Hispanic, any race",40-64 years,709,209,2865
48043,"Hispanic, any race",40-64 years,56,15,285
48047,"Hispanic, any race",40-64 years,210,53,586
48049,"Hispanic, any race",40-64 years,160,45,528
48051,"Hispanic, any race",40-64 years,65,16,247
48053,"Hispanic, any race",40-64 years,152,44,623
48055,"Hispanic, any race",40-64 years,505,163,1756
48057,"Hispanic, any race",40-64 years,149,31,676
48059,"Hispanic, any race",40-64 years,28,8,91
48061,"Hispanic, any race",40-64 years,12822,3171,32593
48063,"Hispanic, any race",40-64 years,55,12,190
48065,"Hispanic, any race",40-64 years,14,4,36
48067,"Hispanic, any race",40-64 years,29,8,86
48069,"Hispanic, any race",40-64 years,134,34,309
48071,"Hispanic, any race",40-64 years,131,36,609
48073,"Hispanic, any race",40-64 years,195,57,672
48075,"Hispanic, any race",40-64 years,32,9,92
48077,"Hispanic, any race",40-64 years,11,3,42
48079,"Hispanic, any race",40-64 years,31,9,98
48081,"Hispanic, any race",40-64 years,14,3,47
48083,"Hispanic, any race",40-64 years,31,9,84
48085,"Hispanic, any race",40-64 years,2307,506,8865
48087,"Hispanic, any race",40-64 years,19,4,55
48089,"Hispanic, any race",40-64 years,101,24,388
48091,"Hispanic, any race",40-64 years,747,206,2836
48093,"Hispanic, any race",40-64 years,57,16,251
48095,"Hispanic, any race",40-64 years,30,8,97
48097,"Hispanic, any race",40-64 years,114,28,372
48099,"Hispanic, any race",40-64 years,169,45,778
48103,"Hispanic, any race",40-64 years,57,19,199
48105,"Hispanic, any race",40-64 years,39,10,164
48107,"Hispanic, any race",40-64 years,60,16,208
48109,"Hispanic, any race",40-64 years,35,13,144
48111,"Hispanic, any race",40-64 years,78,16,184
48113,"Hispanic, any race",40-64 years,22264,5730,69150
48115,"Hispanic, any race",40-64 years,140,40,506
48117,"Hispanic, any race",40-64 years,364,96,903
48121,"Hispanic, any race",40-64 years,2638,577,9719
48123,"Hispanic, any race",40-64 years,117,26,535
48125,"Hispanic, any race",40-64 years,10,2,31
48127,"Hispanic, any race",40-64 years,202,54,631
48131,"Hispanic, any race",40-64 years,248,65,807
48133,"Hispanic, any race",40-64 years,51,13,184
48135,"Hispanic, any race",40-64 years,1478,521,6086
48137,"Hispanic, any race",40-64 years,19,5,62
48139,"Hispanic, any race",40-64 years,882,210,3098
48141,"Hispanic, any race",40-64 years,17454,4599,59163
48143,"Hispanic, any race",40-64 years,112,34,491
48145,"Hispanic, any race",40-64 years,79,21,286
48147,"Hispanic, any race",40-64 years,67,13,243
48149,"Hispanic, any race",40-64 years,65,20,307
48151,"Hispanic, any race",40-64 years,19,5,72
48153,"Hispanic, any race",40-64 years,65,17,217
48157,"Hispanic, any race",40-64 years,4224,911,13113
48159,"Hispanic, any race",40-64 years,28,7,84
48161,"Hispanic, any race",40-64 years,43,10,203
48163,"Hispanic, any race",40-64 years,321,100,1148
48165,"Hispanic, any race",40-64 years,191,51,555
48167,"Hispanic, any race",40-64 years,1195,337,5212
48169,"Hispanic, any race",40-64 years,63,20,257
48171,"Hispanic, any race",40-64 years,90,24,318
48175,"Hispanic, any race",40-64 years,41,12,181
48177,"Hispanic, any race",40-64 years,163,45,716
48179,"Hispanic, any race",40-64 years,153,43,374
48181,"Hispanic, any race",40-64 years,256,64,980
48183,"Hispanic, any race",40-64 years,350,84,1245
48185,"Hispanic, any race",40-64 years,135,34,492
48187,"Hispanic, any race",40-64 years,1238,339,4361
48189,"Hispanic, any race",40-64 years,464,128,1360
48191,"Hispanic, any race",40-64 years,22,5,70
48193,"Hispanic, any race",40-64 years,12,4,60
48195,"Hispanic, any race",40-64 years,67,16,152
48197,"Hispanic, any race",40-64 years,11,3,46
48199,"Hispanic, any race",40-64 years,46,10,198
48201,"Hispanic, any race",40-64 years,37180,10951,138778
48203,"Hispanic, any race",40-64 years,132,34,500
48205,"Hispanic, any race",40-64 years,31,6,90
48207,"Hispanic, any race",40-64 years,44,7,104
48209,"Hispanic, any race",40-64 years,1627,436,5316
48211,"Hispanic, any race",40-64 years,25,7,60
48213,"Hispanic, any race",40-64 years,183,46,666
48215,"Hispanic, any race",40-64 years,26001,6107,66313
48217,"Hispanic, any race",40-64 years,119,31,461
48219,"Hispanic, any race",40-64 years,238,64,620
48221,"Hispanic, any race",40-64 years,124,24,448
48223,"Hispanic, any race",40-64 years,107,22,356
48225,"Hispanic, any race",40-64 years,45,10,196
48227,"Hispanic, any race",40-64 years,258,91,1144
48229,"Hispanic, any race",40-64 years,67,14,212
48231,"Hispanic, any race",40-64 years,417,73,1056
48233,"Hispanic, any race",40-64 years,111,31,283
48237,"Hispanic, any race",40-64 years,21,4,82
48239,"Hispanic, any race",40-64 years,74,19,301
48241,"Hispanic, any race",40-64 years,35,9,133
48243,"Hispanic, any race",40-64 years,13,3,57
48245,"Hispanic, any race",40-64 years,911,212,3763
48247,"Hispanic, any race",40-64 years,117,31,388
48249,"Hispanic, any race",40-64 years,831,216,2581
48251,"Hispanic, any race",40-64 years,810,174,2414
48253,"Hispanic, any race",40-64 years,160,33,361
48255,"Hispanic, any race",40-64 years,144,39,570
48257,"Hispanic, any race",40-64 years,532,126,1968
48259,"Hispanic, any race",40-64 years,156,45,598
48265,"Hispanic, any race",40-64 years,217,67,865
48267,"Hispanic, any race",40-64 years,20,6,69
48271,"Hispanic, any race",40-64 years,33,11,139
48273,"Hispanic, any race",40-64 years,474,124,1467
48275,"Hispanic, any race",40-64 years,28,7,74
48277,"Hispanic, any race",40-64 years,70,15,211
48279,"Hispanic, any race",40-64 years,158,43,503
48281,"Hispanic, any race",40-64 years,65,18,261
48283,"Hispanic, any race",40-64 years,110,33,474
48285,"Hispanic, any race",40-64 years,42,12,203
48287,"Hispanic, any race",40-64 years,64,21,274
48289,"Hispanic, any race",40-64 years,31,9,133
48291,"Hispanic, any race",40-64 years,330,93,1739
48293,"Hispanic, any race",40-64 years,63,13,315
48295,"Hispanic, any race",40-64 years,23,6,61
48297,"Hispanic, any race",40-64 years,98,29,318
48299,"Hispanic, any race",40-64 years,32,7,142
48303,"Hispanic, any race",40-64 years,1845,416,5833
48305,"Hispanic, any race",40-64 years,63,16,186
48307,"Hispanic, any race",40-64 years,41,12,157
48309,"Hispanic, any race",40-64 years,1143,297,3794
48313,"Hispanic, any race",40-64 years,46,15,174
48315,"Hispanic, any race",40-64 years,9,2,31
48317,"Hispanic, any race",40-64 years,34,9,144
48319,"Hispanic, any race",40-64 years,18,5,68
48321,"Hispanic, any race",40-64 years,249,80,1076
48323,"Hispanic, any race",40-64 years,1834,500,4832
48325,"Hispanic, any race",40-64 years,493,144,2043
48327,"Hispanic, any race",40-64 years,14,4,56
48329,"Hispanic, any race",40-64 years,891,277,4028
48331,"Hispanic, any race",40-64 years,129,38,413
48333,"Hispanic, any race",40-64 years,12,4,56
48335,"Hispanic, any race",40-64 years,81,24,228
48337,"Hispanic, any race",40-64 years,30,8,116
48339,"Hispanic, any race",40-64 years,1958,536,8737
48341,"Hispanic, any race",40-64 years,327,85,771
48343,"Hispanic, any race",40-64 years,17,4,71
48347,"Hispanic, any race",40-64 years,173,51,658
48349,"Hispanic, any race",40-64 years,268,50,888
48351,"Hispanic, any race",40-64 years,7,2,33
48353,"Hispanic, any race",40-64 years,119,27,365
48355,"Hispanic, any race",40-64 years,6209,1407,16894
48357,"Hispanic, any race",40-64 years,123,33,311
48361,"Hispanic, any race",40-64 years,93,19,405
48363,"Hispanic, any race",40-64 years,89,18,332
48365,"Hispanic, any race",40-64 years,28,7,112
48367,"Hispanic, any race",40-64 years,409,75,1117
48369,"Hispanic, any race",40-64 years,150,34,444
48371,"Hispanic, any race",40-64 years,188,56,776
48373,"Hispanic, any race",40-64 years,113,30,517
48375,"Hispanic, any race",40-64 years,1060,284,2606
48377,"Hispanic, any race",40-64 years,95,29,374
48379,"Hispanic, any race",40-64 years,21,4,63
48381,"Hispanic, any race",40-64 years,617,164,1460
48383,"Hispanic, any race",40-64 years,49,14,169
48385,"Hispanic, any race",40-64 years,14,5,57
48387,"Hispanic, any race",40-64 years,16,4,54
48389,"Hispanic, any race",40-64 years,199,62,892
48391,"Hispanic, any race",40-64 years,69,17,264
48395,"Hispanic, any race",40-64 years,55,16,227
48397,"Hispanic, any race",40-64 years,297,70,1130
48399,"Hispanic, any race",40-64 years,71,20,222
48401,"Hispanic, any race",40-64 years,151,37,547
48405,"Hispanic, any race",40-64 years,12,3,40
48407,"Hispanic, any race",40-64 years,49,11,269
48409,"Hispanic, any race",40-64 years,931,238,2919
48411,"Hispanic, any race",40-64 years,30,8,102
48413,"Hispanic, any race",40-64 years,30,8,81
48415,"Hispanic, any race",40-64 years,131,30,420
48419,"Hispanic, any race",40-64 years,93,21,267
48421,"Hispanic, any race",40-64 years,29,8,76
48423,"Hispanic, any race",40-64 years,634,160,2328
48425,"Hispanic, any race",40-64 years,29,7,96
48427,"Hispanic, any race",40-64 years,2053,534,6099
48429,"Hispanic, any race",40-64 years,29,9,125
48431,"Hispanic, any race",40-64 years,11,2,31
48435,"Hispanic, any race",40-64 years,56,17,165
48437,"Hispanic, any race",40-64 years,76,21,199
48439,"Hispanic, any race",40-64 years,12474,3128,38056
48441,"Hispanic, any race",40-64 years,506,132,1678
48443,"Hispanic, any race",40-64 years,8,2,32
48445,"Hispanic, any race",40-64 years,128,28,463
48449,"Hispanic, any race",40-64 years,218,63,822
48451,"Hispanic, any race",40-64 years,814,219,2802
48453,"Hispanic, any race",40-64 years,6263,1786,22356
48455,"Hispanic, any race",40-64 years,21,5,99
48457,"Hispanic, any race",40-64 years,21,4,80
48459,"Hispanic, any race",40-64 years,51,10,203
48461,"Hispanic, any race",40-64 years,29,7,119
48463,"Hispanic, any race",40-64 years,481,125,1276
48465,"Hispanic, any race",40-64 years,1008,278,2976
48467,"Hispanic, any race",40-64 years,119,29,408
48469,"Hispanic, any race",40-64 years,585,151,2734
48471,"Hispanic, any race",40-64 years,231,63,978
48473,"Hispanic, any race",40-64 years,302,95,1168
48475,"Hispanic, any race",40-64 years,82,23,432
48477,"Hispanic, any race",40-64 years,61,20,293
48479,"Hispanic, any race",40-64 years,8867,2158,23397
48481,"Hispanic, any race",40-64 years,295,86,1185
48483,"Hispanic, any race",40-64 years,27,6,66
48485,"Hispanic, any race",40-64 years,318,77,1304
48487,"Hispanic, any race",40-64 years,75,21,244
48489,"Hispanic, any race",40-64 years,618,166,1497
48491,"Hispanic, any race",40-64 years,1963,517,8048
48493,"Hispanic, any race",40-64 years,368,111,1503
48495,"Hispanic, any race",40-64 years,78,21,336
48497,"Hispanic, any race",40-64 years,287,66,770
48499,"Hispanic, any race",40-64 years,72,17,260
48501,"Hispanic, any race",40-64 years,102,19,293
48503,"Hispanic, any race",40-64 years,43,11,186
48505,"Hispanic, any race",40-64 years,448,103,1116
48507,"Hispanic, any race",40-64 years,255,82,798
49001,"Hispanic, any race",40-64 years,13,3,37
49003,"Hispanic, any race",40-64 years,53,13,228
49005,"Hispanic, any race",40-64 years,155,39,552
49007,"Hispanic, any race",40-64 years,29,7,117
49011,"Hispanic, any race",40-64 years,426,90,1463
49013,"Hispanic, any race",40-64 years,22,5,57
49019,"Hispanic, any race",40-64 years,7,2,40
49021,"Hispanic, any race",40-64 years,79,11,212
49027,"Hispanic, any race",40-64 years,25,7,74
49035,"Hispanic, any race",40-64 years,2782,611,9518
49037,"Hispanic, any race",40-64 years,10,3,43
49039,"Hispanic, any race",40-64 years,35,6,111
49041,"Hispanic, any race",40-64 years,18,4,45
49043,"Hispanic, any race",40-64 years,32,6,160
49045,"Hispanic, any race",40-64 years,150,31,469
49047,"Hispanic, any race",40-64 years,51,11,124
49049,"Hispanic, any race",40-64 years,875,207,3029
49051,"Hispanic, any race",40-64 years,34,8,175
49053,"Hispanic, any race",40-64 years,237,46,814
49057,"Hispanic, any race",40-64 years,544,128,2208
50001,"Hispanic, any race",40-64 years,9,2,35
50003,"Hispanic, any race",40-64 years,10,2,39
50007,"Hispanic, any race",40-64 years,40,10,136
50011,"Hispanic, any race",40-64 years,11,3,35
50021,"Hispanic, any race",40-64 years,13,3,44
50023,"Hispanic, any race",40-64 years,14,3,44
50025,"Hispanic, any race",40-64 years,18,2,44
50027,"Hispanic, any race",40-64 years,9,2,46
51001,"Hispanic, any race",40-64 years,47,13,158
51003,"Hispanic, any race",40-64 years,79,22,275
51007,"Hispanic, any race",40-64 years,10,2,32
51009,"Hispanic, any race",40-64 years,18,4,46
51013,"Hispanic, any race",40-64 years,493,130,1730
