fips,race,age,dr_cases,vtdr_cases,dm_pop
48161,"Black, non-Hispanic",40-64 years,63,16,249
48163,"Black, non-Hispanic",40-64 years,9,3,28
48165,"Black, non-Hispanic",40-64 years,12,3,29
48167,"Black, non-Hispanic",40-64 years,761,224,2764
48169,"Black, non-Hispanic",40-64 years,8,3,29
48177,"Black, non-Hispanic",40-64 years,24,7,86
48179,"Black, non-Hispanic",40-64 years,55,16,112
48181,"Black, non-Hispanic",40-64 years,153,40,486
48183,"Black, non-Hispanic",40-64 years,566,142,1690
48185,"Black, non-Hispanic",40-64 years,120,31,362
48187,"Black, non-Hispanic",40-64 years,428,122,1245
48189,"Black, non-Hispanic",40-64 years,50,14,121
48199,"Black, non-Hispanic",40-64 years,54,12,189
48201,"Black, non-Hispanic",40-64 years,20150,6208,63247
48203,"Black, non-Hispanic",40-64 years,330,89,1041
48205,"Black, non-Hispanic",40-64 years,15,3,36
48209,"Black, non-Hispanic",40-64 years,208,58,562
48213,"Black, non-Hispanic",40-64 years,128,33,387
48215,"Black, non-Hispanic",40-64 years,187,46,391
48217,"Black, non-Hispanic",40-64 years,45,12,148
48219,"Black, non-Hispanic",40-64 years,21,6,45
48221,"Black, non-Hispanic",40-64 years,15,3,45
48223,"Black, non-Hispanic",40-64 years,63,14,176
48225,"Black, non-Hispanic",40-64 years,136,31,501
48227,"Black, non-Hispanic",40-64 years,57,21,208
48231,"Black, non-Hispanic",40-64 years,229,42,485
48233,"Black, non-Hispanic",40-64 years,15,4,32
48239,"Black, non-Hispanic",40-64 years,16,4,53
48241,"Black, non-Hispanic",40-64 years,120,32,385
48245,"Black, non-Hispanic",40-64 years,1947,473,6696
48249,"Black, non-Hispanic",40-64 years,9,3,24
48251,"Black, non-Hispanic",40-64 years,236,53,592
48253,"Black, non-Hispanic",40-64 years,94,21,180
48255,"Black, non-Hispanic",40-64 years,23,7,78
48257,"Black, non-Hispanic",40-64 years,540,134,1674
48259,"Black, non-Hispanic",40-64 years,14,4,43
48265,"Black, non-Hispanic",40-64 years,18,6,60
48273,"Black, non-Hispanic",40-64 years,24,6,61
48277,"Black, non-Hispanic",40-64 years,184,40,457
48279,"Black, non-Hispanic",40-64 years,17,5,44
48281,"Black, non-Hispanic",40-64 years,24,7,81
48285,"Black, non-Hispanic",40-64 years,17,5,68
48287,"Black, non-Hispanic",40-64 years,41,14,143
48289,"Black, non-Hispanic",40-64 years,23,7,82
48291,"Black, non-Hispanic",40-64 years,150,44,654
48293,"Black, non-Hispanic",40-64 years,67,14,282
48297,"Black, non-Hispanic",40-64 years,9,3,26
48303,"Black, non-Hispanic",40-64 years,443,104,1168
48309,"Black, non-Hispanic",40-64 years,799,216,2218
48313,"Black, non-Hispanic",40-64 years,43,14,134
48315,"Black, non-Hispanic",40-64 years,62,15,169
48321,"Black, non-Hispanic",40-64 years,82,28,295
48323,"Black, non-Hispanic",40-64 years,9,3,19
48325,"Black, non-Hispanic",40-64 years,40,12,138
48329,"Black, non-Hispanic",40-64 years,161,52,611
48331,"Black, non-Hispanic",40-64 years,58,18,153
48335,"Black, non-Hispanic",40-64 years,20,6,47
48339,"Black, non-Hispanic",40-64 years,611,175,2293
48341,"Black, non-Hispanic",40-64 years,30,8,61
48343,"Black, non-Hispanic",40-64 years,59,15,204
48347,"Black, non-Hispanic",40-64 years,196,60,629
48349,"Black, non-Hispanic",40-64 years,182,35,501
48351,"Black, non-Hispanic",40-64 years,51,15,194
48353,"Black, non-Hispanic",40-64 years,18,4,45
48355,"Black, non-Hispanic",40-64 years,407,96,919
48361,"Black, non-Hispanic",40-64 years,127,27,461
48363,"Black, non-Hispanic",40-64 years,15,3,47
48365,"Black, non-Hispanic",40-64 years,76,20,251
48367,"Black, non-Hispanic",40-64 years,69,13,156
48371,"Black, non-Hispanic",40-64 years,21,7,73
48373,"Black, non-Hispanic",40-64 years,103,29,398
48375,"Black, non-Hispanic",40-64 years,379,107,782
48381,"Black, non-Hispanic",40-64 years,120,33,235
48387,"Black, non-Hispanic",40-64 years,54,14,155
48389,"Black, non-Hispanic",40-64 years,14,5,55
48391,"Black, non-Hispanic",40-64 years,10,2,30
48395,"Black, non-Hispanic",40-64 years,68,21,237
48397,"Black, non-Hispanic",40-64 years,199,49,629
48401,"Black, non-Hispanic",40-64 years,253,64,757
48403,"Black, non-Hispanic",40-64 years,16,3,59
48405,"Black, non-Hispanic",40-64 years,56,12,157
48407,"Black, non-Hispanic",40-64 years,45,11,204
48409,"Black, non-Hispanic",40-64 years,40,11,102
48415,"Black, non-Hispanic",40-64 years,23,6,62
48419,"Black, non-Hispanic",40-64 years,138,32,328
48423,"Black, non-Hispanic",40-64 years,799,210,2439
48437,"Black, non-Hispanic",40-64 years,15,4,33
48439,"Black, non-Hispanic",40-64 years,9996,2619,25603
48441,"Black, non-Hispanic",40-64 years,180,49,499
48445,"Black, non-Hispanic",40-64 years,12,3,37
48449,"Black, non-Hispanic",40-64 years,63,19,200
48451,"Black, non-Hispanic",40-64 years,84,24,240
48453,"Black, non-Hispanic",40-64 years,2137,635,6350
48455,"Black, non-Hispanic",40-64 years,23,6,89
48457,"Black, non-Hispanic",40-64 years,35,8,114
48459,"Black, non-Hispanic",40-64 years,69,14,226
48465,"Black, non-Hispanic",40-64 years,17,5,41
48467,"Black, non-Hispanic",40-64 years,45,12,127
48469,"Black, non-Hispanic",40-64 years,93,25,360
48471,"Black, non-Hispanic",40-64 years,436,125,1546
48473,"Black, non-Hispanic",40-64 years,172,56,552
48475,"Black, non-Hispanic",40-64 years,7,2,33
48477,"Black, non-Hispanic",40-64 years,85,28,338
48479,"Black, non-Hispanic",40-64 years,41,11,91
48481,"Black, non-Hispanic",40-64 years,114,35,383
48485,"Black, non-Hispanic",40-64 years,227,57,776
48487,"Black, non-Hispanic",40-64 years,24,7,66
48489,"Black, non-Hispanic",40-64 years,17,5,33
48491,"Black, non-Hispanic",40-64 years,783,215,2666
48493,"Black, non-Hispanic",40-64 years,26,8,87
48497,"Black, non-Hispanic",40-64 years,30,7,68
48499,"Black, non-Hispanic",40-64 years,37,9,112
49005,"Black, non-Hispanic",40-64 years,12,3,37
49011,"Black, non-Hispanic",40-64 years,69,15,194
49035,"Black, non-Hispanic",40-64 years,326,75,926
49045,"Black, non-Hispanic",40-64 years,16,3,41
49049,"Black, non-Hispanic",40-64 years,40,10,117
49053,"Black, non-Hispanic",40-64 years,16,3,45
49057,"Black, non-Hispanic",40-64 years,59,14,194
50007,"Black, non-Hispanic",40-64 years,43,12,126
50025,"Black, non-Hispanic",40-64 years,27,3,53
50027,"Black, non-Hispanic",40-64 years,7,2,30
51001,"Black, non-Hispanic",40-64 years,282,81,764
51003,"Black, non-Hispanic",40-64 years,193,56,554
51005,"Black, non-Hispanic",40-64 years,15,4,45
51007,"Black, non-Hispanic",40-64 years,79,17,205
51009,"Black, non-Hispanic",40-64 years,225,56,474
51011,"Black, non-Hispanic",40-64 years,104,27,211
51013,"Black, non-Hispanic",40-64 years,389,108,1152
51015,"Black, non-Hispanic",40-64 years,92,23,255
51019,"Black, non-Hispanic",40-64 years,125,29,325
51023,"Black, non-Hispanic",40-64 years,29,7,79
51025,"Black, non-Hispanic",40-64 years,361,93,754
51027,"Black, non-Hispanic",40-64 years,10,3,40
51029,"Black, non-Hispanic",40-64 years,162,40,522
51031,"Black, non-Hispanic",40-64 years,288,71,623
51033,"Black, non-Hispanic",40-64 years,253,67,694
51036,"Black, non-Hispanic",40-64 years,125,32,334
51037,"Black, non-Hispanic",40-64 years,91,24,258
51041,"Black, non-Hispanic",40-64 years,2053,479,5679
51043,"Black, non-Hispanic",40-64 years,18,5,39
51047,"Black, non-Hispanic",40-64 years,263,48,542
51049,"Black, non-Hispanic",40-64 years,78,22,238
51053,"Black, non-Hispanic",40-64 years,271,77,798
51057,"Black, non-Hispanic",40-64 years,141,42,343
51059,"Black, non-Hispanic",40-64 years,2132,571,6251
51061,"Black, non-Hispanic",40-64 years,101,29,369
51065,"Black, non-Hispanic",40-64 years,93,21,277
51067,"Black, non-Hispanic",40-64 years,108,26,310
51069,"Black, non-Hispanic",40-64 years,130,29,284
51073,"Black, non-Hispanic",40-64 years,81,17,219
51075,"Black, non-Hispanic",40-64 years,124,35,263
51077,"Black, non-Hispanic",40-64 years,24,4,68
51079,"Black, non-Hispanic",40-64 years,38,9,106
51081,"Black, non-Hispanic",40-64 years,295,69,665
51083,"Black, non-Hispanic",40-64 years,386,97,912
51085,"Black, non-Hispanic",40-64 years,278,65,670
51087,"Black, non-Hispanic",40-64 years,2647,631,6435
51089,"Black, non-Hispanic",40-64 years,340,97,962
51093,"Black, non-Hispanic",40-64 years,237,60,697
51095,"Black, non-Hispanic",40-64 years,280,58,682
51097,"Black, non-Hispanic",40-64 years,82,23,158
51099,"Black, non-Hispanic",40-64 years,97,24,313
51101,"Black, non-Hispanic",40-64 years,93,23,215
51103,"Black, non-Hispanic",40-64 years,79,24,208
51105,"Black, non-Hispanic",40-64 years,11,3,41
51107,"Black, non-Hispanic",40-64 years,799,224,2161
51109,"Black, non-Hispanic",40-64 years,179,48,479
51111,"Black, non-Hispanic",40-64 years,117,31,357
51113,"Black, non-Hispanic",40-64 years,49,10,95
51115,"Black, non-Hispanic",40-64 years,20,5,58
51117,"Black, non-Hispanic",40-64 years,344,85,768
51119,"Black, non-Hispanic",40-64 years,43,10,122
51121,"Black, non-Hispanic",40-64 years,69,14,206
51125,"Black, non-Hispanic",40-64 years,43,11,110
51127,"Black, non-Hispanic",40-64 years,99,24,248
51131,"Black, non-Hispanic",40-64 years,141,35,322
51133,"Black, non-Hispanic",40-64 years,93,25,201
51135,"Black, non-Hispanic",40-64 years,167,42,484
51137,"Black, non-Hispanic",40-64 years,132,27,344
51139,"Black, non-Hispanic",40-64 years,17,3,41
51141,"Black, non-Hispanic",40-64 years,23,6,81
51143,"Black, non-Hispanic",40-64 years,437,113,1125
51145,"Black, non-Hispanic",40-64 years,90,19,213
51147,"Black, non-Hispanic",40-64 years,133,40,485
51149,"Black, non-Hispanic",40-64 years,348,91,948
51153,"Black, non-Hispanic",40-64 years,2686,658,7409
51155,"Black, non-Hispanic",40-64 years,40,11,137
51159,"Black, non-Hispanic",40-64 years,75,21,216
51161,"Black, non-Hispanic",40-64 years,113,24,340
51163,"Black, non-Hispanic",40-64 years,14,4,36
51165,"Black, non-Hispanic",40-64 years,34,9,129
51171,"Black, non-Hispanic",40-64 years,27,7,76
51173,"Black, non-Hispanic",40-64 years,20,4,48
51175,"Black, non-Hispanic",40-64 years,226,67,644
51177,"Black, non-Hispanic",40-64 years,577,159,1815
51179,"Black, non-Hispanic",40-64 years,724,182,2234
51181,"Black, non-Hispanic",40-64 years,106,29,269
51183,"Black, non-Hispanic",40-64 years,187,56,513
51185,"Black, non-Hispanic",40-64 years,24,5,99
51187,"Black, non-Hispanic",40-64 years,49,12,127
51191,"Black, non-Hispanic",40-64 years,12,3,47
51193,"Black, non-Hispanic",40-64 years,119,35,365
51195,"Black, non-Hispanic",40-64 years,29,6,112
51197,"Black, non-Hispanic",40-64 years,24,5,57
51199,"Black, non-Hispanic",40-64 years,303,61,712
51510,"Black, non-Hispanic",40-64 years,627,178,1898
51515,"Black, non-Hispanic",40-64 years,28,7,82
51520,"Black, non-Hispanic",40-64 years,17,4,66
51540,"Black, non-Hispanic",40-64 years,149,35,459
51550,"Black, non-Hispanic",40-64 years,2141,570,5413
51570,"Black, non-Hispanic",40-64 years,46,10,152
51580,"Black, non-Hispanic",40-64 years,18,4,53
51590,"Black, non-Hispanic",40-64 years,622,185,1655
51595,"Black, non-Hispanic",40-64 years,120,36,315
51600,"Black, non-Hispanic",40-64 years,24,7,71
51610,"Black, non-Hispanic",40-64 years,7,2,30
51620,"Black, non-Hispanic",40-64 years,100,29,361
51630,"Black, non-Hispanic",40-64 years,108,27,373
51640,"Black, non-Hispanic",40-64 years,11,3,34
51650,"Black, non-Hispanic",40-64 years,2180,631,5625
51660,"Black, non-Hispanic",40-64 years,58,14,220
51670,"Black, non-Hispanic",40-64 years,251,66,803
51678,"Black, non-Hispanic",40-64 years,12,3,33
51680,"Black, non-Hispanic",40-64 years,546,126,1223
51683,"Black, non-Hispanic",40-64 years,144,39,420
51685,"Black, non-Hispanic",40-64 years,60,15,175
51690,"Black, non-Hispanic",40-64 years,234,67,593
51700,"Black, non-Hispanic",40-64 years,1969,513,5108
51710,"Black, non-Hispanic",40-64 years,2190,553,6386
51730,"Black, non-Hispanic",40-64 years,1037,298,2743
51740,"Black, non-Hispanic",40-64 years,1632,403,4419
51750,"Black, non-Hispanic",40-64 years,31,6,67
51760,"Black, non-Hispanic",40-64 years,2945,724,7799
51770,"Black, non-Hispanic",40-64 years,801,180,2089
51775,"Black, non-Hispanic",40-64 years,51,8,112
51790,"Black, non-Hispanic",40-64 years,65,14,188
51800,"Black, non-Hispanic",40-64 years,1131,314,3176
51810,"Black, non-Hispanic",40-64 years,2103,438,5292
51820,"Black, non-Hispanic",40-64 years,63,19,184
51830,"Black, non-Hispanic",40-64 years,63,12,144
51840,"Black, non-Hispanic",40-64 years,68,17,182
53005,"Black, non-Hispanic",40-64 years,67,16,157
53009,"Black, non-Hispanic",40-64 years,13,4,42
53011,"Black, non-Hispanic",40-64 years,270,63,737
53015,"Black, non-Hispanic",40-64 years,24,5,61
53021,"Black, non-Hispanic",40-64 years,63,16,134
53025,"Black, non-Hispanic",40-64 years,26,7,64
53027,"Black, non-Hispanic",40-64 years,32,7,76
53029,"Black, non-Hispanic",40-64 years,26,7,87
53033,"Black, non-Hispanic",40-64 years,3268,862,7686
53035,"Black, non-Hispanic",40-64 years,168,39,389
53041,"Black, non-Hispanic",40-64 years,16,3,38
53045,"Black, non-Hispanic",40-64 years,16,4,57
53053,"Black, non-Hispanic",40-64 years,1459,405,4200
53057,"Black, non-Hispanic",40-64 years,21,5,57
53061,"Black, non-Hispanic",40-64 years,816,211,2014
53063,"Black, non-Hispanic",40-64 years,176,47,515
53067,"Black, non-Hispanic",40-64 years,240,63,584
53071,"Black, non-Hispanic",40-64 years,35,7,71
53073,"Black, non-Hispanic",40-64 years,54,14,133
53075,"Black, non-Hispanic",40-64 years,10,2,33
53077,"Black, non-Hispanic",40-64 years,52,14,148
54003,"Black, non-Hispanic",40-64 years,241,74,783
54011,"Black, non-Hispanic",40-64 years,105,23,248
54019,"Black, non-Hispanic",40-64 years,50,12,133
54021,"Black, non-Hispanic",40-64 years,19,4,56
54025,"Black, non-Hispanic",40-64 years,17,5,61
54029,"Black, non-Hispanic",40-64 years,18,4,49
54031,"Black, non-Hispanic",40-64 years,9,2,32
54033,"Black, non-Hispanic",40-64 years,34,8,94
54037,"Black, non-Hispanic",40-64 years,126,32,288
54039,"Black, non-Hispanic",40-64 years,349,90,839
54045,"Black, non-Hispanic",40-64 years,14,3,44
54047,"Black, non-Hispanic",40-64 years,43,10,153
54049,"Black, non-Hispanic",40-64 years,37,11,104
54055,"Black, non-Hispanic",40-64 years,54,14,240
54057,"Black, non-Hispanic",40-64 years,15,3,45
54059,"Black, non-Hispanic",40-64 years,16,3,36
54061,"Black, non-Hispanic",40-64 years,61,18,194
54069,"Black, non-Hispanic",40-64 years,35,11,81
54077,"Black, non-Hispanic",40-64 years,10,3,30
54079,"Black, non-Hispanic",40-64 years,16,4,43
54081,"Black, non-Hispanic",40-64 years,103,28,389
54083,"Black, non-Hispanic",40-64 years,12,3,31
54089,"Black, non-Hispanic",40-64 years,8,3,37
54107,"Black, non-Hispanic",40-64 years,25,6,75
55005,"Black, non-Hispanic",40-64 years,19,4,40
55009,"Black, non-Hispanic",40-64 years,106,27,301
55017,"Black, non-Hispanic",40-64 years,23,6,69
55021,"Black, non-Hispanic",40-64 years,20,5,56
55025,"Black, non-Hispanic",40-64 years,365,87,1130
55027,"Black, non-Hispanic",40-64 years,57,13,145
55035,"Black, non-Hispanic",40-64 years,17,4,46
55039,"Black, non-Hispanic",40-64 years,26,6,70
55043,"Black, non-Hispanic",40-64 years,10,2,32
55055,"Black, non-Hispanic",40-64 years,16,3,36
55057,"Black, non-Hispanic",40-64 years,15,4,50
55059,"Black, non-Hispanic",40-64 years,268,56,639
55063,"Black, non-Hispanic",40-64 years,23,5,69
55071,"Black, non-Hispanic",40-64 years,11,3,41
55073,"Black, non-Hispanic",40-64 years,22,4,58
55079,"Black, non-Hispanic",40-64 years,4682,1187,14239
55081,"Black, non-Hispanic",40-64 years,16,4,47
55087,"Black, non-Hispanic",40-64 years,49,11,113
55089,"Black, non-Hispanic",40-64 years,27,7,87
55101,"Black, non-Hispanic",40-64 years,344,84,1152
55105,"Black, non-Hispanic",40-64 years,124,34,411
55109,"Black, non-Hispanic",40-64 years,9,3,34
55111,"Black, non-Hispanic",40-64 years,12,3,30
55117,"Black, non-Hispanic",40-64 years,37,9,109
55127,"Black, non-Hispanic",40-64 years,11,3,41
55131,"Black, non-Hispanic",40-64 years,35,10,106
55133,"Black, non-Hispanic",40-64 years,123,24,313
55137,"Black, non-Hispanic",40-64 years,13,3,39
55139,"Black, non-Hispanic",40-64 years,70,17,182
56021,"Black, non-Hispanic",40-64 years,31,8,96
56025,"Black, non-Hispanic",40-64 years,15,3,37
01001,"Black, non-Hispanic",65-84 years,214,33,483
01003,"Black, non-Hispanic",65-84 years,223,56,751
01005,"Black, non-Hispanic",65-84 years,334,91,758
01007,"Black, non-Hispanic",65-84 years,89,16,180
01009,"Black, non-Hispanic",65-84 years,16,3,48
01011,"Black, non-Hispanic",65-84 years,184,61,578
01013,"Black, non-Hispanic",65-84 years,187,48,527
01015,"Black, non-Hispanic",65-84 years,425,104,1145
01017,"Black, non-Hispanic",65-84 years,274,65,898
01019,"Black, non-Hispanic",65-84 years,23,4,74
01021,"Black, non-Hispanic",65-84 years,84,20,221
01023,"Black, non-Hispanic",65-84 years,160,51,480
01025,"Black, non-Hispanic",65-84 years,191,58,626
01027,"Black, non-Hispanic",65-84 years,48,10,116
01029,"Black, non-Hispanic",65-84 years,13,3,33
01031,"Black, non-Hispanic",65-84 years,180,36,440
01033,"Black, non-Hispanic",65-84 years,162,32,581
01035,"Black, non-Hispanic",65-84 years,117,29,427
01037,"Black, non-Hispanic",65-84 years,74,16,223
01039,"Black, non-Hispanic",65-84 years,81,15,236
01041,"Black, non-Hispanic",65-84 years,71,16,189
01043,"Black, non-Hispanic",65-84 years,16,4,51
01045,"Black, non-Hispanic",65-84 years,167,38,470
01047,"Black, non-Hispanic",65-84 years,917,235,2053
01049,"Black, non-Hispanic",65-84 years,19,4,62
01051,"Black, non-Hispanic",65-84 years,170,35,572
01053,"Black, non-Hispanic",65-84 years,174,46,585
01055,"Black, non-Hispanic",65-84 years,273,49,800
01057,"Black, non-Hispanic",65-84 years,34,9,131
01059,"Black, non-Hispanic",65-84 years,35,5,83
01061,"Black, non-Hispanic",65-84 years,44,11,153
01063,"Black, non-Hispanic",65-84 years,272,73,690
01065,"Black, non-Hispanic",65-84 years,215,58,630
01067,"Black, non-Hispanic",65-84 years,136,31,327
01069,"Black, non-Hispanic",65-84 years,410,108,1211
01071,"Black, non-Hispanic",65-84 years,43,10,113
01073,"Black, non-Hispanic",65-84 years,4542,1097,14306
01075,"Black, non-Hispanic",65-84 years,27,7,95
01077,"Black, non-Hispanic",65-84 years,116,23,420
01079,"Black, non-Hispanic",65-84 years,72,17,277
01081,"Black, non-Hispanic",65-84 years,558,126,1575
01083,"Black, non-Hispanic",65-84 years,167,42,569
01085,"Black, non-Hispanic",65-84 years,229,54,597
01087,"Black, non-Hispanic",65-84 years,561,142,1562
01089,"Black, non-Hispanic",65-84 years,1147,282,3478
01091,"Black, non-Hispanic",65-84 years,292,60,700
01093,"Black, non-Hispanic",65-84 years,15,3,50
01095,"Black, non-Hispanic",65-84 years,21,5,74
01097,"Black, non-Hispanic",65-84 years,2723,695,7432
01099,"Black, non-Hispanic",65-84 years,226,44,559
01101,"Black, non-Hispanic",65-84 years,2245,512,6413
01103,"Black, non-Hispanic",65-84 years,161,37,632
01105,"Black, non-Hispanic",65-84 years,234,48,484
01107,"Black, non-Hispanic",65-84 years,181,49,496
01109,"Black, non-Hispanic",65-84 years,253,44,563
01111,"Black, non-Hispanic",65-84 years,65,16,224
01113,"Black, non-Hispanic",65-84 years,388,97,1417
01115,"Black, non-Hispanic",65-84 years,92,25,304
01117,"Black, non-Hispanic",65-84 years,219,56,753
01119,"Black, non-Hispanic",65-84 years,361,80,816
01121,"Black, non-Hispanic",65-84 years,469,130,1432
01123,"Black, non-Hispanic",65-84 years,205,53,625
01125,"Black, non-Hispanic",65-84 years,864,232,2736
01127,"Black, non-Hispanic",65-84 years,48,10,181
01129,"Black, non-Hispanic",65-84 years,97,31,254
01131,"Black, non-Hispanic",65-84 years,223,51,612
02020,"Black, non-Hispanic",65-84 years,131,36,399
02090,"Black, non-Hispanic",65-84 years,31,8,66
02170,"Black, non-Hispanic",65-84 years,11,3,31
04003,"Black, non-Hispanic",65-84 years,56,16,202
04005,"Black, non-Hispanic",65-84 years,18,4,47
04013,"Black, non-Hispanic",65-84 years,2388,604,7389
04015,"Black, non-Hispanic",65-84 years,36,9,146
04017,"Black, non-Hispanic",65-84 years,23,6,54
04019,"Black, non-Hispanic",65-84 years,433,110,1343
04021,"Black, non-Hispanic",65-84 years,370,93,935
04025,"Black, non-Hispanic",65-84 years,32,8,98
04027,"Black, non-Hispanic",65-84 years,47,11,152
05001,"Black, non-Hispanic",65-84 years,86,19,219
05003,"Black, non-Hispanic",65-84 years,160,40,298
05007,"Black, non-Hispanic",65-84 years,31,8,93
05011,"Black, non-Hispanic",65-84 years,90,25,185
05013,"Black, non-Hispanic",65-84 years,24,8,70
05017,"Black, non-Hispanic",65-84 years,202,40,412
05019,"Black, non-Hispanic",65-84 years,76,25,260
05025,"Black, non-Hispanic",65-84 years,22,5,53
05027,"Black, non-Hispanic",65-84 years,146,44,368
05029,"Black, non-Hispanic",65-84 years,51,13,156
05031,"Black, non-Hispanic",65-84 years,84,17,241
05033,"Black, non-Hispanic",65-84 years,9,3,32
05035,"Black, non-Hispanic",65-84 years,420,120,1193
05037,"Black, non-Hispanic",65-84 years,97,22,209
05039,"Black, non-Hispanic",65-84 years,87,28,210
05041,"Black, non-Hispanic",65-84 years,161,35,391
05043,"Black, non-Hispanic",65-84 years,120,36,256
05045,"Black, non-Hispanic",65-84 years,129,28,297
05051,"Black, non-Hispanic",65-84 years,103,26,353
05057,"Black, non-Hispanic",65-84 years,127,35,373
05059,"Black, non-Hispanic",65-84 years,52,14,167
05061,"Black, non-Hispanic",65-84 years,50,13,148
05063,"Black, non-Hispanic",65-84 years,12,3,29
05067,"Black, non-Hispanic",65-84 years,39,9,129
05069,"Black, non-Hispanic",65-84 years,859,211,2290
05073,"Black, non-Hispanic",65-84 years,49,11,175
05077,"Black, non-Hispanic",65-84 years,120,27,386
05079,"Black, non-Hispanic",65-84 years,70,16,149
05081,"Black, non-Hispanic",65-84 years,56,18,153
05085,"Black, non-Hispanic",65-84 years,79,17,216
05091,"Black, non-Hispanic",65-84 years,179,49,482
05093,"Black, non-Hispanic",65-84 years,350,73,655
05095,"Black, non-Hispanic",65-84 years,57,13,210
05099,"Black, non-Hispanic",65-84 years,50,11,168
05103,"Black, non-Hispanic",65-84 years,248,63,584
05107,"Black, non-Hispanic",65-84 years,298,92,756
05111,"Black, non-Hispanic",65-84 years,20,4,72
05115,"Black, non-Hispanic",65-84 years,29,4,57
05117,"Black, non-Hispanic",65-84 years,21,5,61
05119,"Black, non-Hispanic",65-84 years,1997,520,5560
05123,"Black, non-Hispanic",65-84 years,350,83,718
05125,"Black, non-Hispanic",65-84 years,106,23,225
05131,"Black, non-Hispanic",65-84 years,96,23,319
05133,"Black, non-Hispanic",65-84 years,19,5,45
05139,"Black, non-Hispanic",65-84 years,203,68,630
05143,"Black, non-Hispanic",65-84 years,36,10,115
05145,"Black, non-Hispanic",65-84 years,32,7,106
05147,"Black, non-Hispanic",65-84 years,49,14,141
06001,"Black, non-Hispanic",65-84 years,3025,713,8015
06007,"Black, non-Hispanic",65-84 years,33,8,107
06013,"Black, non-Hispanic",65-84 years,1331,368,4051
06017,"Black, non-Hispanic",65-84 years,25,7,83
06019,"Black, non-Hispanic",65-84 years,547,153,1862
06023,"Black, non-Hispanic",65-84 years,11,3,42
06025,"Black, non-Hispanic",65-84 years,84,21,147
06029,"Black, non-Hispanic",65-84 years,685,179,1695
06031,"Black, non-Hispanic",65-84 years,88,22,253
06033,"Black, non-Hispanic",65-84 years,48,9,93
06037,"Black, non-Hispanic",65-84 years,15610,4185,41320
06039,"Black, non-Hispanic",65-84 years,85,25,217
06041,"Black, non-Hispanic",65-84 years,65,13,183
06047,"Black, non-Hispanic",65-84 years,230,61,474
06053,"Black, non-Hispanic",65-84 years,210,64,487
06055,"Black, non-Hispanic",65-84 years,45,13,117
06059,"Black, non-Hispanic",65-84 years,727,176,1972
06061,"Black, non-Hispanic",65-84 years,90,23,258
06065,"Black, non-Hispanic",65-84 years,2280,665,7455
06067,"Black, non-Hispanic",65-84 years,2097,565,5681
06069,"Black, non-Hispanic",65-84 years,16,5,35
06071,"Black, non-Hispanic",65-84 years,2667,765,8001
06073,"Black, non-Hispanic",65-84 years,2064,546,5232
06075,"Black, non-Hispanic",65-84 years,654,140,2077
06077,"Black, non-Hispanic",65-84 years,843,223,2407
06079,"Black, non-Hispanic",65-84 years,54,14,124
06081,"Black, non-Hispanic",65-84 years,273,80,838
06083,"Black, non-Hispanic",65-84 years,130,38,284
06085,"Black, non-Hispanic",65-84 years,622,146,1575
06087,"Black, non-Hispanic",65-84 years,46,13,99
06089,"Black, non-Hispanic",65-84 years,16,4,61
06093,"Black, non-Hispanic",65-84 years,11,3,32
06095,"Black, non-Hispanic",65-84 years,1025,300,3152
06097,"Black, non-Hispanic",65-84 years,90,26,271
06099,"Black, non-Hispanic",65-84 years,224,64,626
06101,"Black, non-Hispanic",65-84 years,28,7,86
06107,"Black, non-Hispanic",65-84 years,94,28,271
06111,"Black, non-Hispanic",65-84 years,249,74,631
06113,"Black, non-Hispanic",65-84 years,65,19,166
06115,"Black, non-Hispanic",65-84 years,37,11,114
08001,"Black, non-Hispanic",65-84 years,156,40,365
08005,"Black, non-Hispanic",65-84 years,638,168,1734
08013,"Black, non-Hispanic",65-84 years,35,9,79
08031,"Black, non-Hispanic",65-84 years,712,197,2133
08035,"Black, non-Hispanic",65-84 years,37,11,106
08041,"Black, non-Hispanic",65-84 years,350,87,979
08059,"Black, non-Hispanic",65-84 years,62,15,157
08069,"Black, non-Hispanic",65-84 years,24,5,60
08077,"Black, non-Hispanic",65-84 years,10,3,28
08101,"Black, non-Hispanic",65-84 years,37,10,130
08123,"Black, non-Hispanic",65-84 years,27,6,59
09001,"Black, non-Hispanic",65-84 years,1411,335,3379
09003,"Black, non-Hispanic",65-84 years,1916,428,4075
09005,"Black, non-Hispanic",65-84 years,46,13,119
09007,"Black, non-Hispanic",65-84 years,111,21,282
09009,"Black, non-Hispanic",65-84 years,1376,343,3688
09011,"Black, non-Hispanic",65-84 years,234,61,454
09013,"Black, non-Hispanic",65-84 years,45,10,101
09015,"Black, non-Hispanic",65-84 years,33,7,69
10001,"Black, non-Hispanic",65-84 years,825,212,2371
10003,"Black, non-Hispanic",65-84 years,1914,521,5287
10005,"Black, non-Hispanic",65-84 years,498,138,1400
12001,"Black, non-Hispanic",65-84 years,677,167,1922
12003,"Black, non-Hispanic",65-84 years,35,9,125
12005,"Black, non-Hispanic",65-84 years,194,37,653
12007,"Black, non-Hispanic",65-84 years,66,19,203
12009,"Black, non-Hispanic",65-84 years,949,216,3010
12011,"Black, non-Hispanic",65-84 years,7886,2085,22303
