fips,svi_overall,svi_ses,svi_hhchar,svi_minority,svi_housing
31045,0.2336,0.1789,0.2288,0.4535,0.4179
31047,0.7435,0.5025,0.8708,0.8094,0.7196
31049,0.0999,0.4188,0.2766,0.4112,0.0013
31051,0.2502,0.1569,0.8854,0.4854,0.0859
31053,0.6407,0.4497,0.8434,0.4981,0.6719
31055,0.6003,0.436,0.6314,0.6964,0.6817
31057,0.1706,0.3186,0.3227,0.2928,0.0675
31059,0.014,0.0108,0.0557,0.1779,0.091
31061,0.0818,0.1477,0.2199,0.0812,0.1003
31063,0.1951,0.1642,0.3456,0.0977,0.3752
31065,0.1563,0.2008,0.5111,0.1983,0.0945
31067,0.184,0.1932,0.4303,0.1359,0.2043
31069,0.168,0.2441,0.668,0.1738,0.0458
31071,0.0083,0.0051,0.0853,0.0223,0.0716
31073,0.0032,0.0423,0.0185,0.1181,0.0188
31075,0.2053,0.3724,0.1079,0.0105,0.318
31077,0.0331,0.0968,0.183,0.0385,0.0337
31079,0.7228,0.5557,0.8937,0.7301,0.5697
31081,0.0064,0.0165,0.1174,0.1181,0.0146
31083,0.2304,0.0987,0.7311,0.1445,0.3603
31085,0.0458,0.1216,0.4892,0.2148,0.0025
31087,0.2833,0.1423,0.887,0.1359,0.2903
31089,0.1213,0.0659,0.4666,0.2046,0.2005
31091,0.1429,0.1015,0.1139,0.4271,0.3943
31093,0.1149,0.1018,0.6875,0.2276,0.0509
31095,0.2495,0.2702,0.7317,0.1983,0.1254
31097,0.4284,0.1693,0.719,0.5465,0.6264
31099,0.1518,0.0923,0.339,0.2829,0.3097
31101,0.3717,0.3857,0.599,0.3421,0.2715
31103,0.0076,0.0754,0.1143,0.0029,0.0057
31105,0.5267,0.7292,0.7002,0.4271,0.1534
31107,0.2066,0.0824,0.5891,0.4478,0.2839
31109,0.3781,0.2629,0.2412,0.5407,0.6785
31111,0.3842,0.254,0.6114,0.4023,0.4793
31113,0.1941,0.345,0.3721,0.0385,0.1257
31115,0.0477,0.0621,0.0754,0.3253,0.1232
31117,0,0.0226,0.0089,0.0019,0.0032
31119,0.5261,0.3157,0.6429,0.5598,0.7222
31121,0.2995,0.2658,0.3749,0.2508,0.4637
31123,0.3176,0.437,0.5143,0.5242,0.1152
31125,0.063,0.1244,0.4819,0.0426,0.021
31127,0.3288,0.3969,0.3253,0.289,0.3606
31129,0.0707,0.0904,0.2371,0.1359,0.1248
31131,0.2864,0.0926,0.7759,0.3657,0.429
31133,0.5751,0.7648,0.7381,0.0773,0.3119
31135,0.0757,0.0805,0.4752,0.126,0.0646
31137,0.2323,0.1165,0.6025,0.2658,0.3644
31139,0.05,0.0719,0.3686,0.0458,0.0481
31141,0.3902,0.161,0.7151,0.5882,0.5092
31143,0.2021,0.3004,0.281,0.2613,0.17
31145,0.3765,0.246,0.7094,0.2753,0.4507
31147,0.1744,0.2432,0.6063,0.2454,0.0589
31149,0.0321,0.0496,0.1919,0.0286,0.077
31151,0.5977,0.5802,0.5757,0.7008,0.4726
31153,0.113,0.0602,0.3953,0.5481,0.1225
31155,0.0127,0.008,0.1512,0.0907,0.0503
31157,0.6709,0.5942,0.9233,0.663,0.3415
31159,0.0586,0.0433,0.0716,0.1181,0.3087
31161,0.5118,0.3902,0.5347,0.5363,0.6544
31163,0.1092,0.1493,0.4449,0.0506,0.0983
31165,0.2553,0.2476,0.2412,0.2562,0.4612
31167,0.0251,0.0156,0.3533,0.3001,0.0197
31169,0.0567,0.0608,0.2428,0.1359,0.1047
31171,0.0019,0.0045,0.0729,0.0019,0.0045
31173,0.7989,0.7836,0.7553,0.9453,0.5398
31175,0.1009,0.0614,0.4545,0.0426,0.1983
31177,0.0315,0.029,0.1687,0.1359,0.0974
31179,0.0541,0.1426,0.014,0.3355,0.1785
31181,0.0582,0.0595,0.2132,0.2702,0.0929
31183,0.0436,0.2906,0.0904,0.0067,0.0073
31185,0.1378,0.0519,0.3714,0.3141,0.324
32001,0.6219,0.5318,0.7957,0.6521,0.4583
32003,0.8565,0.8568,0.6817,0.9169,0.7263
32005,0.2037,0.2225,0.3791,0.5541,0.1222
32007,0.5751,0.3329,0.6467,0.7342,0.7311
32009,0.8208,0.8173,0.627,0.6617,0.8199
32011,0.2387,0.1585,0.2849,0.2966,0.5201
32013,0.6079,0.5013,0.4997,0.7377,0.6798
32015,0.6999,0.6801,0.9456,0.6862,0.2578
32017,0.6623,0.5481,0.6553,0.5035,0.7696
32019,0.5863,0.6976,0.761,0.6327,0.1846
32021,0.705,0.8552,0.3692,0.7763,0.4504
32023,0.8176,0.8581,0.8332,0.6232,0.5665
32027,0.7196,0.6525,0.3186,0.7447,0.887
32029,0.1165,0.2279,0.33,0.5261,0.0156
32031,0.6744,0.6136,0.3873,0.7689,0.7651
32033,0.2884,0.2113,0.1034,0.6617,0.5952
32510,0.8504,0.6276,0.8358,0.7247,0.9475
33001,0.183,0.2575,0.2241,0.1127,0.2457
33003,0.1318,0.3705,0.1178,0.0643,0.0939
33005,0.2237,0.2619,0.05,0.1569,0.6426
33007,0.508,0.5681,0.2969,0.1327,0.7518
33009,0.2969,0.2626,0.0936,0.3253,0.7298
33011,0.2543,0.2486,0.1181,0.4854,0.4688
33013,0.2215,0.1763,0.0812,0.2508,0.6913
33015,0.0261,0.0767,0.0213,0.2454,0.1136
33017,0.2651,0.2447,0.0175,0.3218,0.8886
33019,0.1219,0.3285,0.0321,0.126,0.1989
34001,0.8771,0.7705,0.7638,0.8329,0.9083
34003,0.3838,0.2817,0.1614,0.8358,0.5888
34005,0.2648,0.2148,0.2304,0.7199,0.3186
34007,0.7629,0.6146,0.774,0.832,0.704
34009,0.4169,0.401,0.3342,0.4574,0.5092
34011,0.9812,0.9488,0.9185,0.8956,0.9768
34013,0.9392,0.8775,0.7584,0.964,0.9491
34015,0.191,0.2059,0.2139,0.5786,0.1747
34017,0.7963,0.8151,0.2225,0.9682,0.8714
34019,0.0353,0.036,0.0376,0.4605,0.1308
34021,0.7104,0.5302,0.3854,0.8829,0.9071
34023,0.6391,0.4561,0.2151,0.916,0.9211
34025,0.2276,0.226,0.1273,0.6216,0.3141
34027,0.1633,0.1133,0.1225,0.6763,0.3043
34029,0.4074,0.3412,0.6295,0.4736,0.3345
34031,0.9064,0.8819,0.6922,0.9214,0.8956
34033,0.6865,0.6034,0.7352,0.6384,0.6108
34035,0.1703,0.1334,0.1162,0.8421,0.2225
34037,0.0484,0.1553,0.0274,0.4478,0.057
34039,0.795,0.6894,0.6187,0.9284,0.7985
34041,0.2454,0.2973,0.1283,0.5382,0.3052
35001,0.7785,0.6805,0.6814,0.937,0.6938
35003,0.4548,0.4411,0.7126,0.5083,0.2479
35005,0.9516,0.8466,0.978,0.9354,0.8374
35006,0.9815,0.8358,0.9761,0.9828,0.9835
35007,0.9306,0.7199,0.9223,0.8902,0.9733
35009,0.9281,0.9523,0.9609,0.8892,0.5312
35011,0.5891,0.7782,0.2447,0.9621,0.2775
35013,0.9898,0.9723,0.9201,0.9717,0.971
35015,0.6935,0.4589,0.9026,0.8956,0.5461
35017,0.9004,0.7339,0.823,0.8937,0.9589
35019,0.74,0.6735,0.5337,0.9831,0.6623
35021,0.5777,0.4857,0.5057,0.8752,0.5299
35023,0.9488,0.7533,0.9596,0.937,0.9596
35025,0.9083,0.8215,0.8504,0.9465,0.8851
35027,0.7107,0.6633,0.866,0.7842,0.374
35028,0.0121,0.0016,0.0341,0.663,0.0528
35029,0.9971,0.9704,0.999,0.9675,0.8969
35031,0.9704,0.9481,0.9475,0.9962,0.8552
35033,0.7311,0.5929,0.9863,0.9857,0.1668
35035,0.922,0.8511,0.9017,0.8857,0.8676
35037,0.6792,0.55,0.994,0.881,0.1098
35039,0.8148,0.7046,0.9319,0.9917,0.4831
35041,0.9784,0.9847,0.9437,0.8698,0.8517
35043,0.4723,0.4936,0.6626,0.9106,0.1384
35045,0.9335,0.9182,0.8539,0.9389,0.8176
35047,0.9615,0.7718,0.9799,0.9854,0.9523
35049,0.7648,0.6235,0.7412,0.9106,0.6836
35051,0.8402,0.7078,0.8714,0.767,0.8065
35053,0.937,0.6967,0.9157,0.9497,0.985
35055,0.8386,0.7693,0.9169,0.9443,0.5411
35057,0.73740000000000006,0.8517,0.6206,0.8756,0.3304
35059,0.8275,0.4729,0.9507,0.8698,0.901
35061,0.8676,0.7546,0.909,0.9564,0.7002
36001,0.4325,0.2565,0.2037,0.6655,0.8141
36003,0.4367,0.4265,0.1865,0.1327,0.8339
36005,0.9955,0.9793,0.958,0.9955,0.9755
36007,0.7024,0.5945,0.4962,0.5035,0.8978
36009,0.656,0.5512,0.5964,0.3141,0.8771
36011,0.479,0.4125,0.176,0.3355,0.8873
36013,0.6458,0.5652,0.6181,0.4087,0.7581
36015,0.5799,0.5035,0.5213,0.4411,0.7323
36017,0.5188,0.4745,0.5054,0.1181,0.7807
36019,0.3889,0.2925,0.042,0.3304,0.957
36021,0.4201,0.3695,0.3581,0.4367,0.5605
36023,0.3202,0.3552,0.036,0.2409,0.8332
36025,0.4729,0.4348,0.5064,0.2658,0.6279
36027,0.4561,0.3154,0.1671,0.6763,0.8148
36029,0.4698,0.3097,0.4516,0.6232,0.6585
36031,0.3307,0.2467,0.2989,0.2613,0.6738
36033,0.5735,0.6343,0.1203,0.5274,0.8132
36035,0.409,0.3641,0.4669,0.2778,0.5449
36037,0.1795,0.1623,0.085,0.3141,0.4892
36039,0.4023,0.3533,0.1038,0.4656,0.789
36041,0.1878,0.2976,0.4946,0.1738,0.078
36043,0.3631,0.3125,0.36,0.1738,0.6324
36045,0.6604,0.4885,0.367,0.5331,0.9561
36047,0.8845,0.8549,0.5652,0.9414,0.9134
36049,0.1515,0.2855,0.2616,0.0643,0.1461
36051,0.2266,0.2142,0.0442,0.3189,0.6636
36053,0.1302,0.1544,0.0334,0.2336,0.4898
36055,0.5859,0.3997,0.6365,0.6827,0.6973
36057,0.7756,0.6951,0.8278,0.5481,0.7167
36059,0.2782,0.1416,0.1805,0.8027,0.5477
36061,0.6668,0.5554,0.0726,0.8886,0.9752
36063,0.3434,0.2839,0.3826,0.4605,0.4523
36065,0.5974,0.3323,0.5907,0.5261,0.9122
36067,0.557,0.3698,0.4465,0.6044,0.8316
36069,0.2607,0.133,0.3243,0.3396,0.6251
36071,0.6626,0.3994,0.5783,0.76,0.8962
36073,0.5901,0.6012,0.4322,0.4341,0.6757
36075,0.5509,0.5296,0.2266,0.1779,0.9243
36077,0.3835,0.3816,0.1206,0.2966,0.7419
36079,0.12,0.1454,0.0602,0.5831,0.211
36081,0.7747,0.7855,0.2008,0.9771,0.8606
36083,0.3418,0.2136,0.2031,0.5108,0.7212
36085,0.5808,0.3975,0.374,0.7919,0.8189
36087,0.7164,0.5331,0.5051,0.7623,0.8991
36089,0.6919,0.6108,0.3138,0.2613,0.9822
36091,0.0496,0.0398,0.0325,0.3253,0.2728
36093,0.4825,0.4227,0.3173,0.6528,0.6209
36095,0.3908,0.3074,0.296,0.2381,0.7479
36097,0.3425,0.3972,0.1442,0.0977,0.6932
36099,0.485,0.5003,0.2489,0.3682,0.7151
36101,0.4376,0.3581,0.5691,0.1945,0.598
36103,0.2645,0.2387,0.1305,0.7167,0.3985
36105,0.7864,0.6849,0.7257,0.6747,0.8087
36107,0.1343,0.2428,0.1359,0.1181,0.1941
36109,0.4182,0.302,0.0201,0.5964,0.9688
36111,0.5643,0.4634,0.3164,0.5939,0.8205
36113,0.1439,0.1935,0.0926,0.1779,0.3421
36115,0.4529,0.4593,0.26,0.2658,0.698
36117,0.3234,0.2546,0.4217,0.3469,0.4854
36119,0.6817,0.436,0.4106,0.8609,0.9348
36121,0.1442,0.155,0.0808,0.3332,0.3829
36123,0.5783,0.6563,0.2457,0.1066,0.8635
37001,0.7721,0.7393,0.6709,0.76,0.6706
37003,0.6012,0.5487,0.7222,0.4147,0.5716
37005,0.626,0.7632,0.6986,0.4147,0.3173
37007,0.9574,0.9583,0.7801,0.901,0.9303
37009,0.3733,0.4981,0.4182,0.2276,0.2899
37011,0.7317,0.7845,0.4446,0.3616,0.8393
37013,0.846,0.8787,0.8934,0.7292,0.5038
37015,0.9685,0.9898,0.4516,0.9475,0.9723
37017,0.8765,0.9125,0.9274,0.8456,0.4373
37019,0.4083,0.5016,0.3803,0.5274,0.2673
37021,0.5398,0.4784,0.2253,0.493,0.8533
37023,0.7457,0.7963,0.6079,0.5274,0.6658
37025,0.4338,0.3539,0.4812,0.7495,0.3581
37027,0.7088,0.7861,0.7062,0.4087,0.5344
37029,0.478,0.5987,0.7578,0.5481,0.1216
37031,0.4007,0.4551,0.2498,0.4271,0.4755
37033,0.753,0.7218,0.6003,0.7842,0.6884
37035,0.6808,0.5917,0.6407,0.6251,0.7101
37037,0.4192,0.4344,0.662,0.6572,0.1671
37039,0.4701,0.7712,0.3756,0.3001,0.1932
37041,0.8358,0.8043,0.9414,0.795,0.492
37043,0.4847,0.5821,0.4984,0.1983,0.457
37045,0.8756,0.8997,0.6464,0.6502,0.8686
37047,0.9523,0.9513,0.9128,0.8017,0.853
37049,0.867,0.7269,0.8517,0.733,0.9026
37051,0.9338,0.8386,0.853,0.9122,0.9411
37053,0.092,0.288,0.1684,0.4087,0.0118
37055,0.2772,0.4959,0.1795,0.4087,0.1623
37057,0.668,0.7603,0.6938,0.557,0.3908
37059,0.4583,0.3574,0.6155,0.4758,0.4717
37061,0.9013,0.9106,0.9637,0.8686,0.5013
37063,0.7285,0.647,0.2708,0.9115,0.8867
37065,0.9634,0.9615,0.9131,0.943,0.8335
37067,0.7766,0.69,0.6254,0.8297,0.768
37069,0.7193,0.6575,0.6302,0.7559,0.6547
37071,0.7167,0.7724,0.626,0.6607,0.5162
37073,0.599,0.7148,0.6197,0.761,0.2327
37075,0.5035,0.4844,0.7915,0.4243,0.3055
37077,0.6598,0.6505,0.564,0.8151,0.5137
37079,0.9844,0.9602,0.8915,0.8892,0.9844
37081,0.7941,0.7066,0.5837,0.8787,0.8183
37083,0.9768,0.9835,0.8542,0.9354,0.9163
37085,0.7823,0.8014,0.83,0.7801,0.4306
37087,0.3549,0.5621,0.4717,0.2336,0.1598
37089,0.3832,0.352,0.5232,0.5022,0.3135
37091,0.9669,0.9526,0.8552,0.9532,0.93
37093,0.9236,0.902,0.9583,0.9284,0.6283
37095,0.8043,0.9504,0.338,0.8456,0.5796
37097,0.4032,0.3756,0.5169,0.6155,0.2938
37099,0.7218,0.7689,0.247,0.5395,0.8829
37101,0.6302,0.5974,0.7365,0.7171,0.4032
37103,0.909,0.9828,0.7301,0.7683,0.663
37105,0.8877,0.8542,0.9535,0.8119,0.6209
37107,0.9952,0.9688,0.9752,0.8819,0.9774
37109,0.3367,0.437,0.3116,0.4736,0.2613
37111,0.7508,0.6429,0.7938,0.3934,0.8272
37113,0.5637,0.6712,0.7852,0.3574,0.2533
37115,0.3663,0.4971,0.141,0.1623,0.5659
37117,0.8934,0.9468,0.9717,0.8654,0.3355
37119,0.605,0.5624,0.4924,0.8918,0.485
37121,0.4494,0.4723,0.619,0.2508,0.3912
37123,0.8129,0.6426,0.8956,0.7575,0.7638
37125,0.4163,0.3017,0.675,0.5977,0.3288
37127,0.9274,0.8679,0.7973,0.8803,0.9313
37129,0.4618,0.6088,0.1009,0.5923,0.508
37131,0.9268,0.9745,0.8695,0.9319,0.5614
37133,0.7721,0.7362,0.5481,0.7276,0.7919
37135,0.3988,0.2934,0.0506,0.69,0.8654
37137,0.661,0.661,0.563,0.6292,0.5971
37139,0.7718,0.7903,0.4901,0.8469,0.684
37141,0.6114,0.6776,0.4889,0.6184,0.4812
37143,0.4965,0.6658,0.7263,0.6521,0.0869
37145,0.5936,0.6327,0.5996,0.7237,0.3418
37147,0.9109,0.8752,0.4583,0.853,0.9895
37149,0.3647,0.2915,0.4637,0.4147,0.4615
37151,0.704,0.7355,0.7708,0.5697,0.4484
37153,0.9742,0.9605,0.9494,0.8246,0.9099
37155,0.9924,0.9825,0.9389,0.9752,0.9624
37157,0.8151,0.8087,0.6754,0.656,0.7817
37159,0.8736,0.7772,0.8485,0.6595,0.8918
37161,0.8421,0.8781,0.8256,0.5035,0.6992
37163,0.9421,0.9478,0.9255,0.8736,0.7524
37165,0.993,0.987,0.7673,0.9106,0.9965
37167,0.5541,0.5461,0.6811,0.5407,0.4055
37169,0.4341,0.6111,0.3934,0.2966,0.275
37171,0.8043,0.774,0.8275,0.4914,0.7381
37173,0.8644,0.8243,0.7524,0.7801,0.8307
37175,0.5223,0.5376,0.494,0.3119,0.5923
37177,0.8288,0.8526,0.7928,0.8189,0.5754
37179,0.2212,0.2654,0.4106,0.6617,0.0799
37181,0.9714,0.9475,0.9714,0.9278,0.816
37183,0.3428,0.2384,0.3606,0.8004,0.3806
37185,0.9701,0.9373,0.9427,0.9363,0.9029
37187,0.9373,0.9704,0.908,0.9042,0.6095
37189,0.4815,0.8829,0.0064,0.2658,0.719
37191,0.9519,0.867,0.9179,0.859,0.9459
37193,0.6244,0.7584,0.6528,0.4055,0.3743
37195,0.9647,0.9726,0.8787,0.8902,0.8596
37197,0.6216,0.7132,0.5675,0.4777,0.4663
37199,0.5996,0.7377,0.7241,0.2276,0.3593
38001,0.2689,0.1343,0.4036,0.1779,0.6598
38003,0.0853,0.0204,0.0786,0.3304,0.4481
38005,0.8135,0.5115,0.9462,0.922,0.7969
38007,0.0579,0.0334,0.0439,0,0.4675
38009,0.0487,0.0347,0.1073,0.289,0.1614
38011,0.1404,0.1123,0.3415,0.1738,0.2607
38013,0.008,0.0048,0.049,0.1983,0.0662
38015,0.2024,0.0477,0.2002,0.3972,0.7285
38017,0.2177,0.1381,0.0608,0.4656,0.7011
38019,0.182,0.12,0.2871,0.1623,0.4392
38021,0.0573,0.0395,0.1423,0.2202,0.1852
38023,0.155,0.2381,0.1824,0.3001,0.1712
38025,0.3921,0.2193,0.5414,0.5137,0.5729
38027,0.4258,0.1537,0.8857,0.3845,0.563
38029,0.0611,0.1311,0.0745,0.0169,0.1665
38031,0.0414,0.0382,0.0551,0.0863,0.233
38033,0.1241,0.0439,0.1365,0.3657,0.4796
38035,0.344,0.3192,0.0328,0.4981,0.8453
38037,0.0898,0.0802,0.2836,0.0863,0.1922
38039,0.0376,0.0181,0.2056,0.0286,0.1474
38041,0.0827,0.318,0.0401,0.3046,0.0411
38043,0.0958,0.2645,0.0512,0.2381,0.1057
38045,0.021,0.0866,0.1655,0.0643,0.0175
38047,0.0201,0.0554,0.1337,0.0169,0.0535
38049,0.057,0.0983,0.1232,0.0735,0.133
38051,0.1229,0.2371,0.0996,0.1127,0.1983
38053,0.465,0.3024,0.2817,0.5939,0.8046
38055,0.049,0.014,0.2136,0.3596,0.1213
38057,0.2234,0.1735,0.239,0.2778,0.4736
38059,0.0512,0.0557,0.0165,0.3421,0.3081
38061,0.613,0.3686,0.6286,0.795,0.7759
38063,0.0506,0.0452,0.1744,0.2454,0.1184
38065,0.2088,0.0891,0.8991,0.2829,0.1349
38067,0.0901,0.2088,0.0382,0.2855,0.1489
38069,0.2247,0.0901,0.6964,0.2148,0.3507
38071,0.4615,0.1938,0.4112,0.5035,0.9045
38073,0.0528,0.0675,0.0261,0.1569,0.302
38075,0.0589,0.0102,0.536,0.2508,0.0824
38077,0.226,0.1143,0.1483,0.3103,0.718
38079,0.8813,0.7778,0.6334,0.9838,0.9335
38081,0.0258,3e-4,0.1814,0.2778,0.1369
38083,0.0325,0.1913,0.0293,0.0045,0.0582
38085,0.881,0.894,0.5019,0.9911,0.8511
38087,0.0095,0.0271,0.3109,0.0589,0.0054
38089,0.2444,0.1875,0.0821,0.4087,0.6601
38091,0.0067,0.001,0.0516,0.0458,0.1111
38093,0.3816,0.3275,0.113,0.2562,0.8514
38095,0.14,0.1776,0.5894,0.3934,0.0366
38097,0.056,0.0325,0.0818,0.2778,0.2463
38099,0.3456,0.1814,0.5468,0.4777,0.5481
38101,0.2524,0.1661,0.022,0.5162,0.8673
38103,0.0866,0.0617,0.1747,0.008,0.3256
38105,0.4491,0.2358,0.5197,0.5751,0.7018
39001,0.7371,0.8778,0.7899,0.0344,0.5672
39003,0.591,0.45,0.7721,0.5481,0.5824
39005,0.3189,0.274,0.2938,0.0735,0.6961
39007,0.8192,0.8733,0.6305,0.3523,0.8577
39009,0.5742,0.7266,0.0169,0.3355,0.9659
39011,0.0337,0.0229,0.204,0.0773,0.1085
39013,0.2346,0.2362,0.1585,0.2202,0.5153
39015,0.3619,0.4764,0.4462,0.0344,0.3727
39017,0.3673,0.295,0.409,0.5519,0.4316
39019,0.2874,0.3224,0.3988,0.0458,0.4077
39021,0.1846,0.2078,0.2702,0.2148,0.2489
39023,0.6798,0.6359,0.8151,0.4854,0.549
39025,0.1509,0.2393,0.1012,0.2094,0.2708
39027,0.4488,0.43,0.5805,0.1983,0.5115
39029,0.4472,0.4405,0.325,0.1852,0.6954
39031,0.5971,0.7225,0.5952,0.0506,0.5917
39033,0.3221,0.4249,0.76,0.0907,0.1388
39035,0.7333,0.6416,0.7066,0.8081,0.6423
39037,0.0808,0.1633,0.3033,0.0458,0.064
39039,0.2011,0.1525,0.5271,0.43,0.1798
39041,0.0204,0.0057,0.1556,0.4822,0.0484
39043,0.2922,0.267,0.4102,0.5137,0.2823
39045,0.2062,0.1645,0.4574,0.4535,0.1948
39047,0.4755,0.6709,0.684,0.2381,0.1824
39049,0.6356,0.5223,0.5315,0.7689,0.6996
39051,0.0996,0.1085,0.4363,0.3616,0.0579
39053,0.4949,0.563,0.3507,0.2046,0.6353
39055,0.1111,0.1219,0.1286,0.0812,0.3243
39057,0.1623,0.1744,0.0783,0.5035,0.3221
39059,0.5598,0.74,0.4013,0.1445,0.5404
39061,0.6006,0.4475,0.5442,0.7419,0.7126
39063,0.1712,0.0955,0.1948,0.3616,0.4519
39065,0.3676,0.4157,0.2495,0.126,0.5999
39067,0.5983,0.6474,0.5181,0.1066,0.74
39069,0.0983,0.0843,0.3746,0.3355,0.1015
39071,0.5652,0.7101,0.492,0.0863,0.5745
39073,0.3393,0.2502,0.6575,0.0506,0.5185
39075,0.4313,0.5159,0.1569,0.0051,0.7931
39077,0.2801,0.3326,0.501,0.3304,0.1906
39079,0.5051,0.7317,0.3982,0.0426,0.4402
39081,0.4176,0.3561,0.3635,0.3189,0.6327
39083,0.2463,0.2845,0.388,0.1127,0.3055
39085,0.1579,0.1801,0.3434,0.3908,0.134
39087,0.4293,0.5598,0.641,0.1127,0.2572
39089,0.2116,0.1445,0.3593,0.3421,0.3482
39091,0.1314,0.1515,0.2473,0.2094,0.2034
39093,0.4679,0.3771,0.6181,0.5802,0.4268
39095,0.7101,0.6827,0.6369,0.7066,0.613
39097,0.2167,0.19,0.2884,0.3794,0.31
39099,0.6378,0.5582,0.7629,0.6184,0.5172
39101,0.5022,0.5111,0.3577,0.3819,0.6467
39103,0.0111,0.0197,0.063,0.1983,0.0442
39105,0.5904,0.7743,0.5261,0.0239,0.5506
39107,0.0207,0.0223,0.1369,0.0812,0.0863
39109,0.0907,0.1505,0.3616,0.2454,0.0446
39111,0.2482,0.3495,0.2632,0.0105,0.353
39113,0.7171,0.5983,0.7533,0.6805,0.6715
39115,0.4287,0.4554,0.5277,0.2702,0.4134
39117,0.1668,0.2104,0.2798,0.0506,0.2626
39119,0.4873,0.5528,0.4211,0.2829,0.5312
39121,0.5143,0.3921,0.4669,0.2454,0.844
39123,0.1267,0.0907,0.226,0.2508,0.2963
39125,0.1474,0.162,0.6868,0.2409,0.0595
39127,0.4768,0.5506,0.4825,0.0286,0.5913
39129,0.318,0.3335,0.3256,0.2276,0.4516
39131,0.6038,0.6232,0.5557,0.0812,0.7718
39133,0.2877,0.3701,0.0337,0.3596,0.6566
39135,0.043,0.0996,0.2018,0.0385,0.0465
39137,0.0105,0.0073,0.2502,0.2409,0.008
39139,0.6566,0.6117,0.5707,0.4574,0.7479
39141,0.6101,0.5777,0.4064,0.3421,0.8297
39143,0.2858,0.2333,0.4526,0.4841,0.2998
39145,0.7511,0.7788,0.4481,0.1945,0.9376
39147,0.2339,0.1865,0.30620000000000003,0.3469,0.3924
39149,0.1957,0.2072,0.4653,0.2276,0.1719
39151,0.323,0.3262,0.3485,0.4319,0.3679
39153,0.4586,0.416,0.5439,0.606,0.3787
39155,0.492,0.5127,0.4293,0.4179,0.5423
39157,0.4424,0.5493,0.436,0.1445,0.4274
39159,0.0223,0.0089,0.0455,0.3552,0.1442
39161,0.0821,0.1225,0.4882,0.1779,0.0318
39163,0.5251,0.7594,0.4258,0.0239,0.4449
39165,0.0516,0.022,0.1311,0.4459,0.1404
39167,0.3374,0.3434,0.3568,0.0907,0.5516
39169,0.4274,0.3714,0.295,0.1738,0.7778
39171,0.134,0.1397,0.3428,0.2276,0.1693
39173,0.176,0.1967,0.0385,0.3845,0.4809
39175,0.099,0.0509,0.4691,0.0977,0.1954
40001,0.9262,0.9325,0.9303,0.9271,0.6432
40003,0.2807,0.281,0.2874,0.4981,0.3272
40005,0.8036,0.7393,0.6645,0.6817,0.8396
40007,0.429,0.4004,0.8565,0.6741,0.1034
40009,0.8024,0.67,0.4987,0.6216,0.972
40011,0.7046,0.5745,0.8889,0.6607,0.5242
40013,0.8746,0.8367,0.8135,0.6805,0.8361
40015,0.9048,0.7508,0.9764,0.8272,0.7906
40017,0.2906,0.2171,0.5388,0.627,0.2323
40019,0.7976,0.6878,0.9332,0.6938,0.6028
40021,0.9491,0.9306,0.7008,0.8915,0.9615
40023,0.9223,0.9456,0.9478,0.7973,0.6149
40025,0.4484,0.366,0.9984,0.6197,0.0095
40027,0.4914,0.4144,0.3281,0.669,0.6314
40029,0.8215,0.8192,0.9472,0.711,0.423
40031,0.9293,0.7998,0.8969,0.837,0.9519
40033,0.5878,0.5952,0.4526,0.6155,0.5637
40035,0.8931,0.746,0.9163,0.7651,0.9147
40037,0.5025,0.429,0.4453,0.6174,0.5808
40039,0.6945,0.606,0.6661,0.7066,0.6604
40041,0.8055,0.9039,0.7887,0.7559,0.3867
40043,0.3074,0.3495,0.5926,0.5274,0.1321
40045,0.4621,0.6785,0.8129,0.4341,0.0522
40047,0.7215,0.6069,0.901,0.6407,0.5213
40049,0.514,0.5274,0.8644,0.6292,0.1566
40051,0.3488,0.2976,0.4745,0.5353,0.3361
40053,0.1948,0.2279,0.7425,0.4243,0.028
40055,0.7094,0.7349,0.6174,0.6353,0.5767
40057,0.7944,0.7766,0.8482,0.8345,0.4774
40059,0.5446,0.578,0.9297,0.6216,0.1095
40061,0.8049,0.9001,0.8743,0.69,0.3227
40063,0.8348,0.8561,0.8205,0.7753,0.5799
40065,0.732,0.6009,0.7753,0.7699,0.6595
40067,0.7957,0.8119,0.9774,0.5939,0.2794
40069,0.8141,0.7763,0.9204,0.6986,0.5458
40071,0.8482,0.7482,0.9618,0.64,0.6617
40073,0.3059,0.3036,0.8501,0.6168,0.0477
40075,0.5824,0.6286,0.7444,0.6353,0.2635
40077,0.8797,0.7989,0.8905,0.7537,0.8033
40079,0.894,0.8651,0.9726,0.6747,0.6384
40081,0.4137,0.4535,0.6136,0.5181,0.212
40083,0.337,0.2985,0.3959,0.5907,0.3339
40085,0.8062,0.7412,0.9784,0.682,0.3886
40087,0.2887,0.2699,0.5678,0.5672,0.168
40089,0.8975,0.8046,0.9822,0.7801,0.6505
40091,0.7836,0.8122,0.7298,0.711,0.5675
40093,0.3195,0.2352,0.8571,0.4799,0.1448
40095,0.7556,0.5964,0.9952,0.7447,0.2435
40097,0.7578,0.7081,0.8666,0.7508,0.4707
40099,0.7518,0.5083,0.9265,0.669,0.7403
40101,0.9761,0.9223,0.9252,0.8421,0.9812
40103,0.3708,0.3205,0.6222,0.5395,0.2603
40105,0.6674,0.796,0.5589,0.7276,0.3491
